Device name,Asset risk score,Device type,Device category,Operating system,IP address,Endpoint group,Last user,Highly-exploitable CVEs,Discovered by,First seen,Last detected
LP-303-6,37,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.3.2,,Système,0,Apex One as a Service,2021-10-07 21:54:26,2024-05-07 09:09:08
LP-041-3,37,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.41.2,,041VALTHOIRY,0,Apex One as a Service,2021-09-21 22:22:49,2024-05-07 06:45:01
LAP-418-4,37,Desktop,IT,Windows 10 10.0 (Build 19043),10.2.118.3,,,0,Apex One as a Service,2024-05-05 13:17:36,2024-05-06 01:29:32
LP-195-3,37,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.195.1,,195,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-21 22:05:09,2024-05-07 07:28:10
LAP-421-19,36,Desktop,IT,Windows 11 10.0 (Build 22621),10.2.121.16,,421augis1830,0,Apex One as a Service,2021-09-21 23:29:31,2024-05-07 12:39:25
LAP-234-2,36,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.234.4,,234victorhugo,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-04-22 13:18:32,2024-05-07 02:15:16
LAP-116-3,36,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.116.5,,Système,0,Apex One as a Service,2021-09-21 22:20:00,2024-05-07 13:23:37
LAP-235-6,36,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.235.5,,235strasbourg,0,Apex One as a Service,2024-01-08 12:18:53,2024-05-07 13:23:37
LP-122-3,36,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.122.2,,122,0,Apex One as a Service,2021-09-22 00:43:40,2024-05-07 07:00:24
LP-334-2,36,Desktop,unknown,Windows 11 10.0 (Build 22631),10.2.34.1,,334,0,Apex One as a Service,2021-09-22 06:43:30,2024-05-07 07:56:12
LP-347-2,36,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.47.1,,347glsenart,0,Apex One as a Service,2021-09-21 11:58:40,2024-05-07 12:01:24
LAP-GST-001,36,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.50,,kdifallah,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-04-16 12:42:10,2024-05-07 13:54:42
LP-316-4,35,Desktop,IT,Windows 11 10.0 (Build 22631),192.168.44.3,,316,0,Apex One as a Service,2021-09-30 15:24:46,2024-05-07 08:04:54
LP-048-4,35,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.48.1,,048BORDEAUXSTMEDARD,0,Apex One as a Service,2021-09-21 23:24:50,2024-05-07 07:25:38
TPV-320-001,35,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.20.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:08:40,2024-05-07 13:06:27
TPV-348-001,34,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.48.1,,348glprado,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-13 09:03:29,2024-05-07 06:50:59
LP-075-3,34,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.75.1,,075NANCY,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-21 22:17:18,2024-05-07 06:59:26
LAP-032-3,34,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.32.2,,032STBRICESOUSFORET,0,Apex One as a Service,2024-04-21 13:16:32,2024-05-06 15:09:50
LAP-421-17,34,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.121.13,,Système,0,Apex One as a Service,2024-01-02 14:21:39,2024-05-04 16:14:22
LAP-302-5,34,Desktop,IT,Windows 10 10.0 (Build 19045),10.2.114.116,,302,0,Apex One as a Service,2024-04-21 13:16:32,2024-05-07 07:49:15
LP-412-4,33,Desktop,unknown,Windows 10 10.0 (Build 19045),10.2.112.7,,412,0,Apex One as a Service,2024-04-22 13:20:40,2024-05-04 10:21:00
LAP-136-4,33,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.136.3,,136,0,Apex One as a Service,2021-09-27 18:38:12,2024-05-07 09:05:39
LAP-002-4,33,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.2.5,,002LEPONTET,0,Apex One as a Service,2024-01-10 13:49:09,2024-05-07 07:36:45
LAP-320-4,33,Desktop,unknown,Windows 10 10.0 (Build 19045),10.3.104.3,,320,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-03 12:16:05,2024-05-04 18:24:31
LP-421-16,33,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.121.3,,421augis1830,0,Apex One as a Service,2024-01-15 14:22:48,2024-05-07 07:01:34
LAP-049-3,33,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.49.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-21 22:33:50,2024-05-07 11:18:21
LAP-GST-006,31,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.21,,cdeclerck,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-08-07 13:32:36,2024-05-07 08:25:43
LAP-222-2,31,Desktop,IT,Windows 7 6.1 (Build 7601),10.1.74.3,,074,0,Apex One as a Service,2023-12-27 14:21:37,2024-04-30 12:50:45
LAP-DI-CO,31,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.58,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-04-20 11:23:22,2024-05-07 12:13:22
LAP-421-14,31,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.121.1,,Système,0,Apex One as a Service,2024-01-14 14:20:05,2024-05-07 02:12:15
LAP-142-001,30,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.142.7,,Système,0,Apex One as a Service,2024-01-24 11:46:32,2024-05-07 12:20:05
LAP-SUP-002,30,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.71,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-30 14:19:04,2024-04-15 13:42:30
LAP-DIR-DRH,30,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.103.104,,vbeuvelot,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-31 14:20:31,2024-05-03 17:00:32
LAP-066-001,30,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.66.3,,Système,32,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-10-26 13:13:35,2024-04-29 03:43:03
LP-421-13,30,Desktop,unknown,Windows 11 10.0 (Build 22631),10.2.121.4,,Système,0,Apex One as a Service,2024-04-22 13:18:27,2024-05-07 09:44:24
LP-316-2,30,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.16.2,,316,0,Apex One as a Service,2021-09-21 22:22:46,2024-05-07 08:01:13
LAP-SCH-002,30,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.94,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-31 14:21:04,2024-05-05 16:55:05
LAP-145-001,29,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.145.4,,145PARISLESHALLES,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-02-12 11:43:13,2024-05-07 11:32:16
TPV-438-002,28,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.138.2,,438,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-16 14:19:45,2024-05-07 07:49:25
LP-307-02,28,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.7.1,,307,0,Apex One as a Service,2021-09-21 22:02:28,2024-05-07 07:10:13
LAP-235-2,28,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.235.1,,Système,0,Apex One as a Service,2024-04-21 13:16:32,2024-05-07 08:32:44
LAP-DIR-MKTG,28,Desktop,unknown,Windows 11 10.0 (Build 22631),10.3.6.70,,jafroustey,0,Apex One as a Service,2024-04-22 13:18:27,2024-05-07 12:09:23
LAP-SUPPLY-002,27,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.57,,lcheron,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-01 14:19:58,2024-05-07 07:45:11
LAP-200-3,27,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.200.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-11 14:18:50,2024-05-07 03:08:51
TPV-067-001,27,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.67.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:10:36,2024-05-07 13:06:27
TPV-142-002,26,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.142.3,,142PASSAGEDUHAVRE,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-15 14:17:29,2024-05-07 02:18:38
TPV-330-001,26,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.30.2,,330,0,Apex One as a Service,2023-12-13 16:16:25,2024-05-07 08:59:08
LAP-RSI-ODP,26,Desktop,IT,Windows 10 10.0 (Build 19045),192.168.1.13,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-15 14:23:26,2024-04-30 11:47:32
LAP-227-001,26,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.227.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-04-21 11:27:39,2024-05-04 02:49:56
LAP-404-002,26,Desktop,IT,Windows 10 10.0 (Build 19044),10.2.104.4,,404,0,Apex One as a Service,2024-01-15 14:23:07,2024-05-07 10:28:12
LAP-018-001,20,Desktop,IT,Windows 11 10.0 (Build 22621),10.1.18.7,,018TOULONMAYOL,10,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-12-21 17:26:18,2024-05-07 11:28:33
LAP-336-001,20,Desktop,unknown,Windows 10 10.0 (Build 19045),10.3.103.12,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-04-22 13:18:28,2024-05-07 13:38:18
LAP-422-002,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.122.7,,Système,0,Apex One as a Service,2023-02-09 20:20:34,2024-05-07 12:00:59
LAP-426-001,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.126.4,,426,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-31 13:40:48,2024-05-07 06:50:59
DESKTOP-EIP4FUI,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.154.3,,454Sudinternationale,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-03-13 11:48:32,2024-05-04 14:07:34
LP-021-4,20,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.21.4,,021BORDEAUXLELAC,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-11-04 16:24:16,2024-05-07 02:16:29
LAP-120-2,20,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.120.4,,Système,0,Apex One as a Service,2021-09-21 22:03:07,2024-05-07 06:45:17
LAP-215-001,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.215.6,,lppassy215,0,Apex One as a Service,2024-01-07 14:17:28,2024-05-06 13:48:01
LAP-048-4,20,Desktop,IT,Windows 11 10.0 (Build 22621),10.1.48.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-16 13:46:07,2024-05-06 01:29:31
LAP-303-001,20,Desktop,IT,Windows 11 10.0 (Build 22621),10.2.3.5,,lpcornerbhv,0,Apex One as a Service,2024-01-09 14:17:27,2024-05-06 18:09:29
LAP-MKTG-004,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.72,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-13 09:26:27,2024-05-07 12:12:23
LAP-MKTG-003,20,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.6.89,,Système,0,Apex One as a Service,2024-01-16 14:20:07,2024-04-16 11:05:56
LAP-322-001,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.104.62,,322,0,Apex One as a Service,2024-05-06 13:17:08,2024-05-07 01:28:53
LAP-SOPHIEC,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.4,,scharbonnier,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-03-04 11:30:18,2024-05-06 15:46:49
LAP-019-001,20,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.19.4,,,0,Apex One as a Service,2024-04-21 13:16:32,2024-05-07 13:06:27
LAP-418-3,20,Desktop,IT,Windows 11 10.0 (Build 22621),192.168.0.27,,408,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-15 14:20:39,2024-05-06 11:25:10
LAP-339-001,20,Desktop,IT,Windows 10 10.0 (Build 19045),10.2.39.2,,339,0,Apex One as a Service,2024-05-01 13:19:13,2024-05-07 13:06:27
LAP-414-4,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.114.15,,416,0,Apex One as a Service,2023-05-17 11:58:54,2024-05-07 07:32:07
LP-120-1,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.120.1,,120,0,Apex One as a Service,2021-09-22 05:33:23,2024-05-07 07:48:45
LAP-422-003,20,Desktop,IT,Windows 10 10.0 (Build 19044),10.2.122.5,,T1CDG422,0,Apex One as a Service,2024-04-21 13:16:32,2024-05-06 16:37:34
LP-316-3,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.16.1,,316,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-21 12:58:28,2024-05-07 08:07:45
LAP-DIR-DSI,20,Desktop,IT,Windows 10 10.0 (Build 19045),192.168.1.86,,smaiocchi,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-31 14:18:41,2024-05-04 13:26:31
LAP-309-3,20,Desktop,IT,Windows 10 10.0 (Build 19045),10.2.9.7,,Système,0,Apex One as a Service,2021-09-27 22:12:43,2024-05-07 09:49:40
LAP-421-12,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.121.5,,421augis1830,0,Apex One as a Service,2021-09-21 22:30:12,2024-05-07 08:01:27
LAP-401-8,20,Desktop,unknown,Windows 11 10.0 (Build 22621),10.3.103.195,,plambert,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-29 14:18:54,2024-05-07 13:02:01
TPV-072-003,20,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.103.30,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-05-02 15:05:11,2024-05-07 01:28:56
LAP-400-003,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.100.3,,melmouktafi,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-01-09 11:49:48,2024-05-06 16:27:09
LAP-CPTA-111,20,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.78,,,0,Apex One as a Service,2024-05-05 13:17:35,2024-05-06 01:29:35
LAP-194-001,20,Desktop,IT,Windows 10 10.0 (Build 19045),10.1.194.5,,,0,Apex One as a Service,2024-05-05 15:01:56,2024-05-07 07:37:50
TPV-030-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.30.2,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 17:08:37,2024-05-07 13:08:34
TPV-424-002,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.124.1,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 09:50:48,2024-05-07 08:08:27
TPV-341-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.41.1,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-09 14:19:40,2024-05-07 07:49:25
LP-196-5,19,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.196.3,,Système,0,Apex One as a Service,2024-05-05 13:18:28,2024-05-06 01:29:38
LAP-SUP-104,19,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.6.72,,,0,Apex One as a Service,2024-05-06 13:08:36,2024-05-07 01:28:59
TPV-540-001,19,Desktop,unknown,Windows 10 10.0 (Build 17763),192.168.10.97,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-23 16:18:51,2024-05-02 14:29:15
TPV-028-1,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.28.1,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-07 14:17:28,2024-05-07 07:57:27
TPV-080-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.80.1,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 16:08:33,2024-05-07 08:27:17
TPV-532-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.117.74.249,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-18 15:53:10,2024-05-07 13:00:14
TPV-538-002,19,Desktop,unknown,Windows 10 10.0 (Build 17763),10.117.36.249,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-24 10:13:18,2024-05-07 13:00:50
TPV-335-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.35.2,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 08:59:02,2024-05-07 13:06:27
TPV-028-2,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.28.2,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-07 14:17:28,2024-05-07 07:57:38
MASTER,19,Desktop,IT,Windows 10 10.0 (Build 17763),192.168.1.55,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-07 17:15:53,2024-05-07 01:28:53
LP-032-4,19,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.32.1,,Système,0,Apex One as a Service,2021-09-28 02:36:19,2024-05-07 02:18:50
TPV-542-001,19,Desktop,unknown,Windows 10 10.0 (Build 17763),192.168.10.154,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-22 12:06:09,2024-05-02 14:47:18
LAP-081-001,19,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.81.3,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-03-26 15:11:32,2024-05-07 13:43:12
TPV-329-002,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.29.2,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 09:20:00,2024-05-07 09:03:42
TPV-543-001,19,Desktop,unknown,Windows 10 10.0 (Build 17763),192.168.10.105,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-22 10:47:30,2024-05-02 15:42:56
LAP-406-001,19,Desktop,IT,Windows 11 10.0 (Build 22621),10.2.126.13,,406,0,Apex One as a Service,2023-12-28 09:28:44,2024-05-03 08:39:07
TPV-541-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.58,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-24 13:28:34,2024-04-26 01:32:03
TPV-221-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.221.1,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-13 14:16:52,2024-05-07 06:50:59
LAP-191-4,19,Desktop,unknown,Windows 10 10.0 (Build 19045),10.209.144.113,,191,0,Apex One as a Service,2024-04-22 13:18:26,2024-05-02 14:32:57
TPV-550-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.117.5.249,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-05-03 08:36:08,2024-05-07 13:06:27
TPV-545-001,19,Desktop,unknown,Windows 10 10.0 (Build 17763),192.168.10.102,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-22 11:01:05,2024-05-06 01:29:33
TPV-331-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.31.1,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-14 11:44:41,2024-05-07 07:33:32
TPV-401-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.101.1,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:33:20,2024-05-07 08:17:41
LAP-414-001,19,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.103.128,,rculetto,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-02 14:20:51,2024-05-07 07:03:18
TPV-228-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.228.2,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 14:17:13,2024-05-07 06:50:59
TPV-519-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.6,,,0,"Apex One as a Service|Trend Vision One Agent",2024-02-02 18:01:53,2024-05-07 12:59:54
LAP-010-2,19,Desktop,IT,Windows 11 10.0 (Build 22621),10.1.10.2,,,0,Apex One as a Service,2024-04-21 13:16:48,2024-05-07 08:42:14
LAP-315-1,19,Desktop,IT,Windows 11 10.0 (Build 22621),10.2.15.3,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-08 13:45:54,2024-05-07 11:41:26
LP-429-1,19,Desktop,unknown,Windows 11 10.0 (Build 22631),10.2.129.1,,Système,0,Apex One as a Service,2021-09-21 22:12:58,2024-05-07 02:16:56
TPV-531-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.49,,Système,0,"Apex One as a Service|Trend Vision One Agent",2024-04-18 15:27:48,2024-05-07 12:57:29
LAP-MKTG-03,19,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.6.19,,fderrendinger,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-05-05 13:17:35,2024-05-06 01:29:35
TPV-321-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.21.2,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 09:52:55,2024-05-07 09:09:22
TPV-537-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.61,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-25 09:08:58,2024-05-01 01:29:11
TPV-549-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),192.168.10.80,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-24 12:04:57,2024-04-30 01:31:08
TPV-546-001,19,Desktop,IT,Windows 10 10.0 (Build 17763),10.117.12.249,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-19 14:13:17,2024-05-07 13:04:52
TPV-042-001,19,Desktop,unknown,Windows 10 10.0 (Build 17763),10.1.42.1,,Système,0,"Trend Vision One Endpoint Sensor|Trend Vision One Agent",2024-01-15 14:17:22,2024-04-24 22:00:32
LAP-401-002,19,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.101.12,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-02 14:18:09,2024-05-07 09:55:23
LEARNING,18,Desktop,IT,Windows 10 10.0 (Build 19044),10.3.6.67,,,0,Apex One as a Service,2024-04-09 09:28:07,2024-04-10 01:32:12
LAP-193-001,18,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.193.3,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-02-09 15:31:56,2024-05-07 07:19:52
LAP-426-3,18,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.126.5,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-26 11:52:40,2024-05-07 02:15:42
TPV-074-001,18,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.74.1,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 15:28:45,2024-05-07 08:31:58
LAP-349-001,18,Desktop,IT,Windows 11 10.0 (Build 22631),192.168.1.11,,349glbeaugrenelle,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-16 13:52:21,2024-05-07 13:35:48
TPV-026-003,18,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.26.1,,,0,"Apex One as a Service|Trend Vision One Agent",2023-12-13 16:27:07,2024-05-07 13:02:11
192.168.10.253,0,unknown,unknown,,192.168.10.253,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-05-03 00:15:50,2024-05-03 07:30:30
192.168.1.74,0,unknown,unknown,,192.168.1.74,,,0,Apex One as a Service,2024-01-22 10:33:49,2024-04-19 13:00:42
10.1.145.80,0,unknown,unknown,,10.1.145.80,,,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-20 15:40:35,2024-05-04 07:22:06
192.168.1.228,0,unknown,unknown,,192.168.1.228,,,0,Apex One as a Service,2024-03-06 15:33:15,2024-04-09 20:24:58
10.3.6.230,0,unknown,unknown,,10.3.6.230,,,0,Apex One as a Service,2024-01-03 13:33:34,2024-05-03 15:49:15
BRWDCE9945811A3,0,unknown,unknown,,10.3.0.64,,,0,Trend Vision One Endpoint Sensor,2023-07-28 07:38:31,2024-05-04 17:51:42
TPV-547-001,0,Desktop,unknown,Windows 10 10.0 (Build 17763),10.3.104.51,,,0,"Apex One as a Service|Trend Vision One Agent",2024-04-22 17:28:38,2024-04-24 01:41:20
LP-019-3,0,Desktop,IT,Windows 7 6.1 (Build 7601),10.1.19.3,,Système,0,Apex One as a Service,2024-04-18 13:26:59,2024-04-19 01:29:48
dns.msftncsi.com,0,unknown,unknown,,192.168.1.1,,,0,Trend Vision One Endpoint Sensor,2023-09-19 17:08:34,2024-05-04 19:29:25
10.2.124.193,0,unknown,unknown,,10.2.124.193,,,0,Apex One as a Service,2024-02-26 01:07:04,2024-04-20 07:33:10
10.1.18.0,0,unknown,unknown,,10.1.18.0,,,0,Apex One as a Service,2024-03-24 00:23:58,2024-05-04 10:24:53
10.1.18.16,0,unknown,unknown,,10.1.18.16,,,0,Apex One as a Service,2024-02-19 14:09:27,2024-04-26 16:41:54
10.2.114.82,0,unknown,unknown,,10.2.114.82,,,0,Apex One as a Service,2024-02-17 16:01:15,2024-05-03 08:43:39
10.2.124.11,0,unknown,unknown,,10.2.124.11,,,0,Apex One as a Service,2024-04-27 00:16:09,2024-04-27 00:16:09
10.3.0.6,0,unknown,unknown,,10.3.0.6,,,0,Endpoint & Workload Security,2023-09-15 05:40:52,2024-05-05 04:05:06
10.2.9.80,0,unknown,unknown,,10.2.9.80,,,0,Apex One as a Service,2024-02-05 12:06:35,2024-05-03 15:02:32
10.3.0.229,0,unknown,unknown,,10.3.0.229,,,0,Endpoint & Workload Security,2023-09-15 05:40:54,2024-05-05 04:05:06
10.3.103.102,0,unknown,unknown,,10.3.103.102,,,0,Endpoint & Workload Security,2024-04-26 00:16:10,2024-05-05 04:05:06
192.168.1.8,0,unknown,unknown,,192.168.1.8,,,0,Apex One as a Service,2023-12-22 14:07:35,2024-05-05 19:28:40
10.3.0.224,0,unknown,unknown,,10.3.0.224,,,0,Endpoint & Workload Security,2023-09-15 05:40:58,2024-05-05 04:15:06
srv-vca-dc.louispion.fr,0,unknown,unknown,,10.4.1.168,,,0,Endpoint & Workload Security,2024-03-13 00:18:38,2024-04-26 13:06:50
10.2.114.86,0,unknown,unknown,,10.2.114.86,,,0,Trend Vision One Endpoint Sensor,2024-01-03 11:31:10,2024-05-04 08:11:07
10.2.24.7,0,unknown,unknown,,10.2.24.7,,,0,Trend Vision One Endpoint Sensor,2023-11-17 16:15:02,2024-05-04 17:01:33
10.2.121.9,0,unknown,unknown,,10.2.121.9,,,0,Apex One as a Service,2024-01-04 06:59:52,2024-05-03 07:00:06
192.168.1.249,0,unknown,unknown,,192.168.1.249,,,0,Apex One as a Service,2024-04-27 00:16:08,2024-05-03 15:37:01
..localmachine,0,unknown,unknown,,192.168.131.207,,,0,Trend Vision One Endpoint Sensor,2023-09-01 18:09:12,2024-05-04 22:30:41
